CONTRATO,ESTADO,estado_final
288715,CERTIFICADO,✅ Cumplidas
2919512,CIERRE ADMINISTRATIVO,! Pendiente
292952,CERTIFICADO,✅ Cumplidas
2943793,CERTIFICADO,✅ Cumplidas
294813,CERTIFICADO,✅ Cumplidas
296281,CERTIFICADO,✅ Cumplidas
297366,CERTIFICADO,✅ Cumplidas
2997962,CIERRE ADMINISTRATIVO,! Pendiente
300752,CERTIFICADO,✅ Cumplidas
3015337,CIERRE ADMINISTRATIVO,! Pendiente
3015349,CIERRE ADMINISTRATIVO,! Pendiente
3027662,CIERRE ADMINISTRATIVO,! Pendiente
3031546,CIERRE ADMINISTRATIVO,! Pendiente
3033173,CIERRE ADMINISTRATIVO,! Pendiente
3049056,CIERRE ADMINISTRATIVO,! Pendiente
3053951,CIERRE ADMINISTRATIVO,! Pendiente
3062612,CIERRE ADMINISTRATIVO,! Pendiente
3063455,CIERRE ADMINISTRATIVO,! Pendiente
3066016,CIERRE ADMINISTRATIVO,! Pendiente
3072612,CIERRE ADMINISTRATIVO,! Pendiente
3081840,CIERRE ADMINISTRATIVO,! Pendiente
3082953,CIERRE ADMINISTRATIVO,! Pendiente
308569,CERTIFICADO,✅ Cumplidas
3088040,CIERRE ADMINISTRATIVO,! Pendiente
3098804,CIERRE ADMINISTRATIVO,! Pendiente
3112018,CIERRE ADMINISTRATIVO,! Pendiente
3112659,CIERRE ADMINISTRATIVO,! Pendiente
3116600,CIERRE ADMINISTRATIVO,! Pendiente
3117370,CERTIFICADO,✅ Cumplidas
3117371,CERTIFICADO,✅ Cumplidas
3117394,NO CERTIFICADO,✅ Cumplidas
3117421,CERTIFICADO,✅ Cumplidas
3117434,CERTIFICADO,✅ Cumplidas
3122094,VISITA NO EFECTIVA,❌ No efectiva
3125472,CIERRE ADMINISTRATIVO,! Pendiente
3125473,CIERRE ADMINISTRATIVO,! Pendiente
3125483,CIERRE ADMINISTRATIVO,! Pendiente
3125513,CIERRE ADMINISTRATIVO,! Pendiente
3125521,CIERRE ADMINISTRATIVO,! Pendiente
3125524,CIERRE ADMINISTRATIVO,! Pendiente
3125531,CIERRE ADMINISTRATIVO,! Pendiente
3125532,CIERRE ADMINISTRATIVO,! Pendiente
3125533,CIERRE ADMINISTRATIVO,! Pendiente
3125549,CIERRE ADMINISTRATIVO,! Pendiente
3125557,CIERRE ADMINISTRATIVO,! Pendiente
3125560,CIERRE ADMINISTRATIVO,! Pendiente
3125576,CIERRE ADMINISTRATIVO,! Pendiente
3125577,CIERRE ADMINISTRATIVO,! Pendiente
3125596,CIERRE ADMINISTRATIVO,! Pendiente
3125607,CIERRE ADMINISTRATIVO,! Pendiente
3125624,CIERRE ADMINISTRATIVO,! Pendiente
3125625,CIERRE ADMINISTRATIVO,! Pendiente
3125626,CIERRE ADMINISTRATIVO,! Pendiente
3125639,CIERRE ADMINISTRATIVO,! Pendiente
3125642,CIERRE ADMINISTRATIVO,! Pendiente
3127357,CIERRE ADMINISTRATIVO,! Pendiente
312828,CERTIFICADO,✅ Cumplidas
3128721,CIERRE ADMINISTRATIVO,! Pendiente
3131095,CIERRE ADMINISTRATIVO,! Pendiente
3132263,CIERRE ADMINISTRATIVO,! Pendiente
3134307,CIERRE ADMINISTRATIVO,! Pendiente
3141823,CIERRE ADMINISTRATIVO,! Pendiente
3143812,CIERRE ADMINISTRATIVO,! Pendiente
3146414,CIERRE ADMINISTRATIVO,! Pendiente
3146422,CIERRE ADMINISTRATIVO,! Pendiente
3146428,CIERRE ADMINISTRATIVO,! Pendiente
3146473,CERTIFICADO,✅ Cumplidas
3147816,CIERRE ADMINISTRATIVO,! Pendiente
3147820,CIERRE ADMINISTRATIVO,! Pendiente
3147824,CIERRE ADMINISTRATIVO,! Pendiente
3148438,CIERRE ADMINISTRATIVO,! Pendiente
3148805,CERTIFICADO,✅ Cumplidas
3149007,CIERRE ADMINISTRATIVO,! Pendiente
3150199,NO CERTIFICADO,✅ Cumplidas
3150403,CIERRE ADMINISTRATIVO,! Pendiente
3152723,CERTIFICADO,✅ Cumplidas
3153424,CIERRE ADMINISTRATIVO,! Pendiente
3154040,CIERRE ADMINISTRATIVO,! Pendiente
3154637,CIERRE ADMINISTRATIVO,! Pendiente
3154749,CIERRE ADMINISTRATIVO,! Pendiente
3154945,CIERRE ADMINISTRATIVO,! Pendiente
3155291,CIERRE ADMINISTRATIVO,! Pendiente
3155622,CIERRE ADMINISTRATIVO,! Pendiente
3155655,CIERRE ADMINISTRATIVO,! Pendiente
3155928,CIERRE ADMINISTRATIVO,! Pendiente
3155960,CIERRE ADMINISTRATIVO,! Pendiente
3156192,CIERRE ADMINISTRATIVO,! Pendiente
3156352,CIERRE ADMINISTRATIVO,! Pendiente
3158199,CIERRE ADMINISTRATIVO,! Pendiente
3158370,CIERRE ADMINISTRATIVO,! Pendiente
3158533,CIERRE ADMINISTRATIVO,! Pendiente
3159143,CIERRE ADMINISTRATIVO,! Pendiente
3159639,CIERRE ADMINISTRATIVO,! Pendiente
3159691,CIERRE ADMINISTRATIVO,! Pendiente
3160106,CIERRE ADMINISTRATIVO,! Pendiente
3160791,CIERRE ADMINISTRATIVO,! Pendiente
3161079,CIERRE ADMINISTRATIVO,! Pendiente
3161135,CIERRE ADMINISTRATIVO,! Pendiente
3161402,CIERRE ADMINISTRATIVO,! Pendiente
3162320,CIERRE ADMINISTRATIVO,! Pendiente
3162352,CIERRE ADMINISTRATIVO,! Pendiente
3162429,CIERRE ADMINISTRATIVO,! Pendiente
3162433,CIERRE ADMINISTRATIVO,! Pendiente
3163161,CERTIFICADO,✅ Cumplidas
3163933,CERTIFICADO,✅ Cumplidas
3164183,CIERRE ADMINISTRATIVO,! Pendiente
3164192,CIERRE ADMINISTRATIVO,! Pendiente
3164277,CIERRE ADMINISTRATIVO,! Pendiente
3164365,CIERRE ADMINISTRATIVO,! Pendiente
3164381,CIERRE ADMINISTRATIVO,! Pendiente
3164409,CIERRE ADMINISTRATIVO,! Pendiente
3164593,CIERRE ADMINISTRATIVO,! Pendiente
3164795,NO CERTIFICADO,✅ Cumplidas
3164984,CIERRE ADMINISTRATIVO,! Pendiente
3165020,CIERRE ADMINISTRATIVO,! Pendiente
3165540,CIERRE ADMINISTRATIVO,! Pendiente
3165805,CIERRE ADMINISTRATIVO,! Pendiente
3166083,CIERRE ADMINISTRATIVO,! Pendiente
3166356,CIERRE ADMINISTRATIVO,! Pendiente
3166603,CERTIFICADO,✅ Cumplidas
3166648,CIERRE ADMINISTRATIVO,! Pendiente
3166692,CIERRE ADMINISTRATIVO,! Pendiente
3167177,CIERRE ADMINISTRATIVO,! Pendiente
3168288,CIERRE ADMINISTRATIVO,! Pendiente
3168316,CIERRE ADMINISTRATIVO,! Pendiente
3169154,CIERRE ADMINISTRATIVO,! Pendiente
3169327,CIERRE ADMINISTRATIVO,! Pendiente
3169375,CIERRE ADMINISTRATIVO,! Pendiente
3170755,CIERRE ADMINISTRATIVO,! Pendiente
3171316,CIERRE ADMINISTRATIVO,! Pendiente
3171595,NO CERTIFICADO,✅ Cumplidas
3171738,CIERRE ADMINISTRATIVO,! Pendiente
3172280,CERTIFICADO,✅ Cumplidas
3172952,CIERRE ADMINISTRATIVO,! Pendiente
3173031,CIERRE ADMINISTRATIVO,! Pendiente
3173032,CIERRE ADMINISTRATIVO,! Pendiente
3173033,CIERRE ADMINISTRATIVO,! Pendiente
3173034,CIERRE ADMINISTRATIVO,! Pendiente
3173035,CIERRE ADMINISTRATIVO,! Pendiente
3173036,CIERRE ADMINISTRATIVO,! Pendiente
3173037,CIERRE ADMINISTRATIVO,! Pendiente
3173038,CIERRE ADMINISTRATIVO,! Pendiente
3173039,CIERRE ADMINISTRATIVO,! Pendiente
3173190,CIERRE ADMINISTRATIVO,! Pendiente
3173195,CIERRE ADMINISTRATIVO,! Pendiente
3173201,CIERRE ADMINISTRATIVO,! Pendiente
3173202,CIERRE ADMINISTRATIVO,! Pendiente
3173203,CIERRE ADMINISTRATIVO,! Pendiente
3173223,CIERRE ADMINISTRATIVO,! Pendiente
3173272,CIERRE ADMINISTRATIVO,! Pendiente
3173276,CIERRE ADMINISTRATIVO,! Pendiente
3173280,CIERRE ADMINISTRATIVO,! Pendiente
3173364,CIERRE ADMINISTRATIVO,! Pendiente
3173493,CIERRE ADMINISTRATIVO,! Pendiente
3173786,CIERRE ADMINISTRATIVO,! Pendiente
3173989,CIERRE ADMINISTRATIVO,! Pendiente
3174041,CIERRE ADMINISTRATIVO,! Pendiente
3174859,CIERRE ADMINISTRATIVO,! Pendiente
3174879,CIERRE ADMINISTRATIVO,! Pendiente
3175290,CIERRE ADMINISTRATIVO,! Pendiente
3175420,CIERRE ADMINISTRATIVO,! Pendiente
3175432,CIERRE ADMINISTRATIVO,! Pendiente
3175585,CIERRE ADMINISTRATIVO,! Pendiente
3175872,CIERRE ADMINISTRATIVO,! Pendiente
3176060,CIERRE ADMINISTRATIVO,! Pendiente
3176122,CIERRE ADMINISTRATIVO,! Pendiente
3176201,CIERRE ADMINISTRATIVO,! Pendiente
3176259,CERTIFICADO,✅ Cumplidas
3176351,CIERRE ADMINISTRATIVO,! Pendiente
3176456,CIERRE ADMINISTRATIVO,! Pendiente
3176484,CIERRE ADMINISTRATIVO,! Pendiente
3176496,CIERRE ADMINISTRATIVO,! Pendiente
3176540,CIERRE ADMINISTRATIVO,! Pendiente
3176556,CERTIFICADO,✅ Cumplidas
3176668,CIERRE ADMINISTRATIVO,! Pendiente
3176767,CIERRE ADMINISTRATIVO,! Pendiente
3176795,CIERRE ADMINISTRATIVO,! Pendiente
3176823,CIERRE ADMINISTRATIVO,! Pendiente
3176827,CIERRE ADMINISTRATIVO,! Pendiente
3176835,CIERRE ADMINISTRATIVO,! Pendiente
3177004,CIERRE ADMINISTRATIVO,! Pendiente
3177167,CIERRE ADMINISTRATIVO,! Pendiente
3177224,CIERRE ADMINISTRATIVO,! Pendiente
3177241,CIERRE ADMINISTRATIVO,! Pendiente
3177709,CIERRE ADMINISTRATIVO,! Pendiente
3177717,CIERRE ADMINISTRATIVO,! Pendiente
3177777,CIERRE ADMINISTRATIVO,! Pendiente
3177966,CIERRE ADMINISTRATIVO,! Pendiente
3177995,CIERRE ADMINISTRATIVO,! Pendiente
3178062,CIERRE ADMINISTRATIVO,! Pendiente
3178159,CIERRE ADMINISTRATIVO,! Pendiente
3178179,CIERRE ADMINISTRATIVO,! Pendiente
3178311,CIERRE ADMINISTRATIVO,! Pendiente
3178448,CIERRE ADMINISTRATIVO,! Pendiente
3178573,CIERRE ADMINISTRATIVO,! Pendiente
3178581,CIERRE ADMINISTRATIVO,! Pendiente
3178601,CIERRE ADMINISTRATIVO,! Pendiente
3178605,CIERRE ADMINISTRATIVO,! Pendiente
3178615,CIERRE ADMINISTRATIVO,! Pendiente
3178647,CIERRE ADMINISTRATIVO,! Pendiente
3178659,CIERRE ADMINISTRATIVO,! Pendiente
3178691,CIERRE ADMINISTRATIVO,! Pendiente
3178695,CIERRE ADMINISTRATIVO,! Pendiente
3178727,CIERRE ADMINISTRATIVO,! Pendiente
3178751,NO CERTIFICADO,✅ Cumplidas
3178880,CIERRE ADMINISTRATIVO,! Pendiente
3178888,CIERRE ADMINISTRATIVO,! Pendiente
3178981,CIERRE ADMINISTRATIVO,! Pendiente
3179060,CIERRE ADMINISTRATIVO,! Pendiente
3179152,CIERRE ADMINISTRATIVO,! Pendiente
3179283,CIERRE ADMINISTRATIVO,! Pendiente
3179327,CIERRE ADMINISTRATIVO,! Pendiente
3179387,CIERRE ADMINISTRATIVO,! Pendiente
3179483,CIERRE ADMINISTRATIVO,! Pendiente
3179540,CIERRE ADMINISTRATIVO,! Pendiente
3180028,CIERRE ADMINISTRATIVO,! Pendiente
3180063,CIERRE ADMINISTRATIVO,! Pendiente
3180100,CIERRE ADMINISTRATIVO,! Pendiente
3180171,CIERRE ADMINISTRATIVO,! Pendiente
3180183,CIERRE ADMINISTRATIVO,! Pendiente
3180215,CIERRE ADMINISTRATIVO,! Pendiente
3180235,CIERRE ADMINISTRATIVO,! Pendiente
3180361,CIERRE ADMINISTRATIVO,! Pendiente
3180365,CIERRE ADMINISTRATIVO,! Pendiente
3180511,CIERRE ADMINISTRATIVO,! Pendiente
3180646,CIERRE ADMINISTRATIVO,! Pendiente
3180725,CIERRE ADMINISTRATIVO,! Pendiente
3180773,CIERRE ADMINISTRATIVO,! Pendiente
3180793,CIERRE ADMINISTRATIVO,! Pendiente
3180821,VISITA NO EFECTIVA,❌ No efectiva
3181258,CIERRE ADMINISTRATIVO,! Pendiente
3181650,CIERRE ADMINISTRATIVO,! Pendiente
3181761,CIERRE ADMINISTRATIVO,! Pendiente
3181829,CIERRE ADMINISTRATIVO,! Pendiente
3182101,CIERRE ADMINISTRATIVO,! Pendiente
339055,CERTIFICADO,✅ Cumplidas
360796,CERTIFICADO,✅ Cumplidas
367640,NO CERTIFICADO,✅ Cumplidas
367967,VISITA NO EFECTIVA,❌ No efectiva
369176,CERTIFICADO,✅ Cumplidas
369661,VISITA NO EFECTIVA,❌ No efectiva
370887,CERTIFICADO,✅ Cumplidas
3740,CERTIFICADO,✅ Cumplidas
379374,CERTIFICADO,✅ Cumplidas
381424,CERTIFICADO,✅ Cumplidas
383818,VISITA NO EFECTIVA,❌ No efectiva
391160,CERTIFICADO,✅ Cumplidas
391920,NO CERTIFICADO,✅ Cumplidas
395443,CERTIFICADO,✅ Cumplidas
400044,VISITA NO EFECTIVA,❌ No efectiva
405145,CERTIFICADO,✅ Cumplidas
406082,CERTIFICADO,✅ Cumplidas
407353,NO CERTIFICADO,✅ Cumplidas
410784,VISITA NO EFECTIVA,❌ No efectiva
413619,CERTIFICADO,✅ Cumplidas
421901,CERTIFICADO,✅ Cumplidas
426531,VISITA NO EFECTIVA,❌ No efectiva
431731,CERTIFICADO,✅ Cumplidas
432071,NO CERTIFICADO,✅ Cumplidas
454958,VISITA NO EFECTIVA,❌ No efectiva
460336,NO CERTIFICADO,✅ Cumplidas
461374,NO CERTIFICADO,✅ Cumplidas
461377,CERTIFICADO,✅ Cumplidas
461484,CERTIFICADO,✅ Cumplidas
464423,NO CERTIFICADO,✅ Cumplidas
467172,CERTIFICADO,✅ Cumplidas
467207,VISITA NO EFECTIVA,❌ No efectiva
467823,CERTIFICADO,✅ Cumplidas
469242,CERTIFICADO,✅ Cumplidas
469661,CERTIFICADO,✅ Cumplidas
470631,NO CERTIFICADO,✅ Cumplidas
472204,CERTIFICADO,✅ Cumplidas
473569,CERTIFICADO,✅ Cumplidas
473901,CERTIFICADO,✅ Cumplidas
475511,VISITA NO EFECTIVA,❌ No efectiva
476209,CERTIFICADO,✅ Cumplidas
476834,CERTIFICADO,✅ Cumplidas
478803,CERTIFICADO,✅ Cumplidas
478916,CERTIFICADO,✅ Cumplidas
479086,CERTIFICADO,✅ Cumplidas
480047,CERTIFICADO,✅ Cumplidas
480296,CERTIFICADO,✅ Cumplidas
482730,CERTIFICADO,✅ Cumplidas
482876,VISITA NO EFECTIVA,❌ No efectiva
483290,CERTIFICADO,✅ Cumplidas
484085,CERTIFICADO,✅ Cumplidas
485017,VISITA NO EFECTIVA,❌ No efectiva
486240,NO CERTIFICADO,✅ Cumplidas
487755,CERTIFICADO,✅ Cumplidas
488891,CERTIFICADO,✅ Cumplidas
489152,CERTIFICADO,✅ Cumplidas
489244,VISITA NO EFECTIVA,❌ No efectiva
490552,CERTIFICADO,✅ Cumplidas
490553,CERTIFICADO,✅ Cumplidas
493018,CERTIFICADO,✅ Cumplidas
493728,CERTIFICADO,✅ Cumplidas
494575,NO CERTIFICADO,✅ Cumplidas
495245,VISITA NO EFECTIVA,❌ No efectiva
495474,CERTIFICADO,✅ Cumplidas
496380,VISITA NO EFECTIVA,❌ No efectiva
497608,CERTIFICADO,✅ Cumplidas
498155,CERTIFICADO,✅ Cumplidas
499172,NO CERTIFICADO,✅ Cumplidas
499881,NO CERTIFICADO,✅ Cumplidas
500706,CERTIFICADO,✅ Cumplidas
501805,NO CERTIFICADO,✅ Cumplidas
502498,CERTIFICADO,✅ Cumplidas
503020,CERTIFICADO,✅ Cumplidas
503022,CERTIFICADO,✅ Cumplidas
505123,CERTIFICADO,✅ Cumplidas
508599,CERTIFICADO,✅ Cumplidas
508758,CERTIFICADO,✅ Cumplidas
508905,CERTIFICADO,✅ Cumplidas
510720,CERTIFICADO,✅ Cumplidas
511439,CERTIFICADO,✅ Cumplidas
512272,CERTIFICADO,✅ Cumplidas
512749,CERTIFICADO,✅ Cumplidas
513598,CERTIFICADO,✅ Cumplidas
514093,CERTIFICADO,✅ Cumplidas
516116,CERTIFICADO,✅ Cumplidas
516899,CERTIFICADO,✅ Cumplidas
517071,NO CERTIFICADO,✅ Cumplidas
517259,CERTIFICADO,✅ Cumplidas
5182,CERTIFICADO,✅ Cumplidas
519959,CERTIFICADO,✅ Cumplidas
522249,VISITA NO EFECTIVA,❌ No efectiva
523285,CERTIFICADO,✅ Cumplidas
523581,CERTIFICADO,✅ Cumplidas
530414,CERTIFICADO,✅ Cumplidas
53048,CERTIFICADO,✅ Cumplidas
533844,CERTIFICADO,✅ Cumplidas
536970,CERTIFICADO,✅ Cumplidas
540639,CERTIFICADO,✅ Cumplidas
543451,CERTIFICADO,✅ Cumplidas
547331,NO CERTIFICADO,✅ Cumplidas
552099,CERTIFICADO,✅ Cumplidas
55374,NO CERTIFICADO,✅ Cumplidas
57642,NO CERTIFICADO,✅ Cumplidas
590498,NO CERTIFICADO,✅ Cumplidas
603512,CERTIFICADO,✅ Cumplidas
606713,NO CERTIFICADO,✅ Cumplidas
608252,CERTIFICADO,✅ Cumplidas
615438,CERTIFICADO,✅ Cumplidas
616406,CERTIFICADO,✅ Cumplidas
62156,NO CERTIFICADO,✅ Cumplidas
622089,CERTIFICADO,✅ Cumplidas
627320,NO CERTIFICADO,✅ Cumplidas
628470,CERTIFICADO,✅ Cumplidas
63246,NO CERTIFICADO,✅ Cumplidas
637031,CERTIFICADO,✅ Cumplidas
637396,VISITA NO EFECTIVA,❌ No efectiva
637606,CERTIFICADO,✅ Cumplidas
638411,VISITA NO EFECTIVA,❌ No efectiva
644938,CERTIFICADO,✅ Cumplidas
648310,CERTIFICADO,✅ Cumplidas
648868,CERTIFICADO,✅ Cumplidas
659688,CERTIFICADO,✅ Cumplidas
662270,CERTIFICADO,✅ Cumplidas
663659,CERTIFICADO,✅ Cumplidas
665242,VISITA NO EFECTIVA,❌ No efectiva
667157,CERTIFICADO,✅ Cumplidas
672556,CERTIFICADO,✅ Cumplidas
675171,VISITA NO EFECTIVA,❌ No efectiva
676594,CERTIFICADO,✅ Cumplidas
677797,CERTIFICADO,✅ Cumplidas
678353,CERTIFICADO,✅ Cumplidas
679348,VISITA NO EFECTIVA,❌ No efectiva
680264,CERTIFICADO,✅ Cumplidas
686746,CERTIFICADO,✅ Cumplidas
689431,CERTIFICADO,✅ Cumplidas
689867,NO CERTIFICADO,✅ Cumplidas
693426,VISITA NO EFECTIVA,❌ No efectiva
693428,CERTIFICADO,✅ Cumplidas
695522,CERTIFICADO,✅ Cumplidas
696368,CERTIFICADO,✅ Cumplidas
699785,CERTIFICADO,✅ Cumplidas
70220,CERTIFICADO,✅ Cumplidas
706922,CERTIFICADO,✅ Cumplidas
709200,CERTIFICADO,✅ Cumplidas
709485,CERTIFICADO,✅ Cumplidas
709783,NO CERTIFICADO,✅ Cumplidas
72566,CERTIFICADO,✅ Cumplidas
74877,CERTIFICADO,✅ Cumplidas
75514,CERTIFICADO,✅ Cumplidas
850051,CERTIFICADO,✅ Cumplidas
851438,CERTIFICADO,✅ Cumplidas
852978,VISITA NO EFECTIVA,❌ No efectiva
853014,CERTIFICADO,✅ Cumplidas
853366,CERTIFICADO,✅ Cumplidas
853433,VISITA NO EFECTIVA,❌ No efectiva
854181,CERTIFICADO,✅ Cumplidas
854346,CERTIFICADO,✅ Cumplidas
854927,NO CERTIFICADO,✅ Cumplidas
855546,CERTIFICADO,✅ Cumplidas
856195,NO CERTIFICADO,✅ Cumplidas
856973,CERTIFICADO,✅ Cumplidas
857003,CERTIFICADO,✅ Cumplidas
857293,CERTIFICADO,✅ Cumplidas
857762,CERTIFICADO,✅ Cumplidas
858284,CERTIFICADO,✅ Cumplidas
859906,VISITA NO EFECTIVA,❌ No efectiva
860987,CERTIFICADO,✅ Cumplidas
861368,CERTIFICADO,✅ Cumplidas
861371,CERTIFICADO,✅ Cumplidas
861374,CERTIFICADO,✅ Cumplidas
861481,CERTIFICADO,✅ Cumplidas
864355,VISITA NO EFECTIVA,❌ No efectiva
864988,CERTIFICADO,✅ Cumplidas
865413,VISITA NO EFECTIVA,❌ No efectiva
866393,CERTIFICADO,✅ Cumplidas
866539,CERTIFICADO,✅ Cumplidas
868375,NO CERTIFICADO,✅ Cumplidas
869497,CERTIFICADO,✅ Cumplidas
870222,CERTIFICADO,✅ Cumplidas
870810,NO CERTIFICADO,✅ Cumplidas
872211,CERTIFICADO,✅ Cumplidas
876948,CERTIFICADO,✅ Cumplidas
883040,CERTIFICADO,✅ Cumplidas
884806,CERTIFICADO,✅ Cumplidas
884807,CERTIFICADO,✅ Cumplidas
888593,CERTIFICADO,✅ Cumplidas
893419,CERTIFICADO,✅ Cumplidas
893797,CERTIFICADO,✅ Cumplidas
903570,VISITA NO EFECTIVA,❌ No efectiva
904312,VISITA NO EFECTIVA,❌ No efectiva
905120,CERTIFICADO,✅ Cumplidas
919941,NO CERTIFICADO,✅ Cumplidas
95001,VISITA NO EFECTIVA,❌ No efectiva
962897,CERTIFICADO,✅ Cumplidas
99846,VISITA NO EFECTIVA,❌ No efectiva
264634,CERTIFICADO,✅ Cumplidas
1012764,CERTIFICADO,✅ Cumplidas
1017365,CERTIFICADO,✅ Cumplidas
1023913,CERTIFICADO,✅ Cumplidas
1025808,CERTIFICADO,✅ Cumplidas
1026964,CERTIFICADO,✅ Cumplidas
1027119,NO CERTIFICADO,✅ Cumplidas
1031934,CERTIFICADO,✅ Cumplidas
1032015,CERTIFICADO,✅ Cumplidas
1036602368,EJECUTADA(cumple),✅ Cumplidas
1036636,VISITA NO EFECTIVA,❌ No efectiva
1043838,CERTIFICADO,✅ Cumplidas
1047361,CERTIFICADO,✅ Cumplidas
1049376,VISITA NO EFECTIVA,❌ No efectiva
1069714,CERTIFICADO,✅ Cumplidas
1078636,VISITA NO EFECTIVA,❌ No efectiva
1078842,CERTIFICADO,✅ Cumplidas
1081510,VISITA NO EFECTIVA,❌ No efectiva
1082519,CERTIFICADO,✅ Cumplidas
1083247,CERTIFICADO,✅ Cumplidas
1088711,VISITA NO EFECTIVA,❌ No efectiva
1089117,CERTIFICADO,✅ Cumplidas
1090764,VISITA NO EFECTIVA,❌ No efectiva
1091380,CERTIFICADO,✅ Cumplidas
1091560,CERTIFICADO,✅ Cumplidas
1091783,CERTIFICADO,✅ Cumplidas
1095976,VISITA NO EFECTIVA,❌ No efectiva
1096896,CERTIFICADO,✅ Cumplidas
1099995,VISITA NO EFECTIVA,❌ No efectiva
1103502,VISITA NO EFECTIVA,❌ No efectiva
1104740,CERTIFICADO,✅ Cumplidas
1104841,CERTIFICADO,✅ Cumplidas
1109643,CERTIFICADO,✅ Cumplidas
1111226,NO CERTIFICADO,✅ Cumplidas
1112098991,EJECUTADA(cumple),✅ Cumplidas
1114887,NO CERTIFICADO,✅ Cumplidas
1115048,VISITA NO EFECTIVA,❌ No efectiva
1116253420,EJECUTADA(cumple),✅ Cumplidas
1117406,CERTIFICADO,✅ Cumplidas
1117895,NO CERTIFICADO,✅ Cumplidas
1118019,CERTIFICADO,✅ Cumplidas
1120294,CERTIFICADO,✅ Cumplidas
1128225,CERTIFICADO,✅ Cumplidas
1128956,VISITA NO EFECTIVA,❌ No efectiva
1134279,NO CERTIFICADO,✅ Cumplidas
113876,CERTIFICADO,✅ Cumplidas
1147166,VISITA NO EFECTIVA,❌ No efectiva
116352,NO CERTIFICADO,✅ Cumplidas
1165671,CERTIFICADO,✅ Cumplidas
1188762,NO CERTIFICADO,✅ Cumplidas
1200112,CERTIFICADO,✅ Cumplidas
1208659,VISITA NO EFECTIVA,❌ No efectiva
1212616,CERTIFICADO,✅ Cumplidas
1215675,NO CERTIFICADO,✅ Cumplidas
12165,CERTIFICADO,✅ Cumplidas
1216793,VISITA NO EFECTIVA,❌ No efectiva
1217028,CERTIFICADO,✅ Cumplidas
1220450,CERTIFICADO,✅ Cumplidas
1220453,NO CERTIFICADO,✅ Cumplidas
1222807,VISITA NO EFECTIVA,❌ No efectiva
1222978,CERTIFICADO,✅ Cumplidas
1223275,NO CERTIFICADO,✅ Cumplidas
1224101,CERTIFICADO,✅ Cumplidas
122442,VISITA NO EFECTIVA,❌ No efectiva
1225229,CERTIFICADO,✅ Cumplidas
1227044,,! Pendiente
1228454,VISITA NO EFECTIVA,❌ No efectiva
1229289,CERTIFICADO,✅ Cumplidas
1229517,CERTIFICADO,✅ Cumplidas
1229518,CERTIFICADO,✅ Cumplidas
1230585,CERTIFICADO,✅ Cumplidas
1231282,VISITA NO EFECTIVA,❌ No efectiva
1235169,CERTIFICADO,✅ Cumplidas
1238048,VISITA NO EFECTIVA,❌ No efectiva
1238488,CERTIFICADO,✅ Cumplidas
1238773,CERTIFICADO,✅ Cumplidas
1241050,VISITA NO EFECTIVA,❌ No efectiva
1244067,CERTIFICADO,✅ Cumplidas
1244525,NO CERTIFICADO,✅ Cumplidas
1245118,CERTIFICADO,✅ Cumplidas
1286304,VISITA NO EFECTIVA,❌ No efectiva
1286610,CERTIFICADO,✅ Cumplidas
1288677,VISITA NO EFECTIVA,❌ No efectiva
130119,CERTIFICADO,✅ Cumplidas
1305081,CERTIFICADO,✅ Cumplidas
1305637,CERTIFICADO,✅ Cumplidas
1321109,VISITA NO EFECTIVA,❌ No efectiva
1327586,CERTIFICADO,✅ Cumplidas
1333288,VISITA NO EFECTIVA,❌ No efectiva
1334357,CERTIFICADO,✅ Cumplidas
1343162,CERTIFICADO,✅ Cumplidas
1347161,CERTIFICADO,✅ Cumplidas
1348390,CERTIFICADO,✅ Cumplidas
1350291,CERTIFICADO,✅ Cumplidas
1351903,CERTIFICADO,✅ Cumplidas
1352574,VISITA NO EFECTIVA,❌ No efectiva
1352713,NO CERTIFICADO,✅ Cumplidas
1352995,CERTIFICADO,✅ Cumplidas
1355766,VISITA NO EFECTIVA,❌ No efectiva
1357929,CERTIFICADO,✅ Cumplidas
1359394,VISITA NO EFECTIVA,❌ No efectiva
1359613,CERTIFICADO,✅ Cumplidas
1359897,NO CERTIFICADO,✅ Cumplidas
1361837,VISITA NO EFECTIVA,❌ No efectiva
1363146,VISITA NO EFECTIVA,❌ No efectiva
1365540,CERTIFICADO,✅ Cumplidas
1369579,CERTIFICADO,✅ Cumplidas
1370153,NO CERTIFICADO,✅ Cumplidas
1374794,CERTIFICADO,✅ Cumplidas
1378402,,! Pendiente
138835,VISITA NO EFECTIVA,❌ No efectiva
139359,CERTIFICADO,✅ Cumplidas
140015,VISITA NO EFECTIVA,❌ No efectiva
141218,CERTIFICADO,✅ Cumplidas
141288,CERTIFICADO,✅ Cumplidas
142576,NO CERTIFICADO,✅ Cumplidas
14377,VISITA NO EFECTIVA,❌ No efectiva
144037,CERTIFICADO,✅ Cumplidas
14740,CERTIFICADO,✅ Cumplidas
1507679,CERTIFICADO,✅ Cumplidas
1660915,NO CERTIFICADO,✅ Cumplidas
1669822,CERTIFICADO,✅ Cumplidas
1673537,VISITA NO EFECTIVA,❌ No efectiva
1678102,CERTIFICADO,✅ Cumplidas
1678517,CERTIFICADO,✅ Cumplidas
1686446,VISITA NO EFECTIVA,❌ No efectiva
1693188,VISITA NO EFECTIVA,❌ No efectiva
